chave_curva,chave_familia,codigo_fipe,marca,modelo,ano_modelo,combustivel,data_referencia,mes_referencia,preco_nominal,tipo,valor_fipe,codigo_marca,codigo_modelo,codigo_ano,origem
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2024-08,agosto/2024,397475.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2024-09,setembro/2024,395653.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2024-10,outubro/2024,388535.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2024-11,novembro/2024,384150.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2024-12,dezembro/2024,373961.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-01,janeiro/2025,376347.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-02,fevereiro/2025,378397.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-03,março/2025,376064.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-04,abril/2025,372010.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-05,maio/2025,374344.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-06,junho/2025,367432.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-07,julho/2025,363060.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-08,agosto/2025,353551.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-09,setembro/2025,341176.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-10,outubro/2025,337275.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-11,novembro/2025,331337.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2025-12,dezembro/2025,319740.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2026-01,janeiro/2026,312118.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2026-02,fevereiro/2026,311275.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2026-03,março/2026,301853.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2026-04,abril/2026,312417.000000,usado,,,,,
002213-6|32000|gasolina|excluir,toyota|corolla|gr|gasolina|excluir,002213-6,Toyota,Corolla GR Circuit 1.6 Turbo 4x4 Mec,32000,Gasolina,2026-05,maio/2026,318603.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2023-08,08/2023,106390.000000,zero_km,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2023-09,setembro/2023,98304.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2023-10,outubro/2023,98304.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2023-11,novembro/2023,97861.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2023-12,dezembro/2023,98101.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-01,janeiro/2024,97500.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-02,fevereiro/2024,94526.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-03,março/2024,92884.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-04,abril/2024,96134.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-05,maio/2024,94055.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-06,junho/2024,96480.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-07,julho/2024,93103.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-08,agosto/2024,93385.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-09,setembro/2024,90470.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-10,outubro/2024,87613.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-11,novembro/2024,90217.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2024-12,dezembro/2024,87212.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-01,janeiro/2025,88869.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-02,fevereiro/2025,90176.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-06,junho/2025,88712.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-07,julho/2025,87712.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-08,agosto/2025,88085.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-09,setembro/2025,87236.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-10,outubro/2025,86221.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-11,novembro/2025,85981.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2025-12,dezembro/2025,85049.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2026-01,janeiro/2026,85208.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2026-02,fevereiro/2026,85565.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2026-03,março/2026,84509.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2026-04,abril/2026,85308.000000,usado,,,,,
015251-0|32000|flex|excluir,hyundai|hb20|base|flex|excluir,015251-0,Hyundai,HB20 Limited 1.0 TB Flex 12V Aut.,32000,Flex,2026-05,maio/2026,85394.000000,usado,,,,,
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-06,,,,116260.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-07,,,,116858.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-08,,,,115972.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-09,,,,117450.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-10,,,,117659.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-11,,,,114323.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2022-12,,,,115721.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-01,,,,113597.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-02,,,,113936.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-03,,,,123440.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-04,,,,123110.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-05,,,,123960.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-06,,,,124629.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-07,,,,124510.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-08,,,,124022.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-09,,,,126657.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-10,,,,125020.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-11,,,,125211.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2023-12,,,,125168.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-01,,,,123965.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-02,,,,124989.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-03,,,,124427.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-04,,,,124796.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-05,,,,125567.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-06,,,,127985.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-07,,,,128255.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-08,,,,128684.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-09,,,,128009.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-10,,,,127951.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-11,,,,128235.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2024-12,,,,128371.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-01,,,,129498.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-02,,,,133340.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-03,,,,133976.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-04,,,,136358.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-05,,,,135136.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-06,,,,140992.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-07,,,,138339.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-08,,,,134202.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-09,,,,135286.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-10,,,,134499.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-11,,,,136636.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2025-12,,,,137284.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2026-01,,,,137235.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2026-02,,,,140030.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2026-03,,,,138878.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2026-04,,,,141127.0,59,8185,32000-5,fipe_web_sob_demanda
,,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,32000,Flex,2026-05,,,,143512.0,59,8185,32000-5,fipe_web_sob_demanda
,,093018-0,Caoa Chery,Tiggo 8 PRO 1.6 TGDi Aut.,2027,Gasolina,2026-03,,,,187900.0,245,11198,2027-1,fipe_web_sob_demanda
,,093018-0,Caoa Chery,Tiggo 8 PRO 1.6 TGDi Aut.,2027,Gasolina,2026-04,,,,187242.0,245,11198,2027-1,fipe_web_sob_demanda
,,093018-0,Caoa Chery,Tiggo 8 PRO 1.6 TGDi Aut.,2027,Gasolina,2026-05,,,,187054.0,245,11198,2027-1,fipe_web_sob_demanda
,,093018-0,Caoa Chery,Tiggo 8 PRO 1.6 TGDi Aut.,2027,Gasolina,2026-06,,,,186698.0,245,11198,2027-1,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-07,,,,145365.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-08,,,,145132.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-09,,,,144827.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-10,,,,139758.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-11,,,,134866.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2025-12,,,,139586.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-01,,,,141692.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-02,,,,141200.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-03,,,,139678.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-04,,,,141793.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-05,,,,142819.0,21,10219,2026-5,fipe_web_sob_demanda
,,001559-8,Fiat,PULSE ABARTH 1.3 Turbo 16V Flex Aut.,2026,Flex,2026-06,,,,142884.0,21,10219,2026-5,fipe_web_sob_demanda
